category	name	address	google_place_id
shopping	HomeGoods	450 No. Venice By-Pass	ChIJlYpDFJNZw4gRBwABfaZByO4
shopping	Hudson's Furniture	8796 S Tamiami Trl	ChIJqaxd3pZDw4gRkEu08BURJPY
shopping	Ideal Classic Cars	2224 Tamiami Trl S	ChIJLY-6uJZDw4gR-Pkv4_VCH84
shopping	Island Bazaar	3304 E Bay Dr	ChIJlSiAUbERw4gRQUSsRutg2FI
shopping	Island Trader	5336 Gulf Dr	ChIJecLidjYQw4gRkqHJGwFjkpo
shopping	Kiles Ace Hardware	640 Tamiami Trl N	ChIJh33qKmtbw4gRP6Myxy4UgxM
shopping	Kohl's	3950 Central Sarasota Pkwy	ChIJV4YZw5NDw4gR17QGiy8xZi4
shopping	Kohl's	5205 University Pkwy	ChIJQ0VumiA5w4gROCRdwHm0aqg
shopping	Lowe's	8740 US Highway 301 N	ChIJZQuIlqsjw4gRcUVGY7m9M2o
shopping	Lowe's	7395 52nd Pl E	ChIJuRHMaeM7w4gR5GYQu8_K_5o
shopping	Lowe's	5750 Fruitville Road	ChIJt-7lf11Hw4gRSG7zOcxEOws
shopping	Lowe's	4020 Central Sarasota Pkwy	ChIJj4neYJFDw4gRK-wAua5sBWI
shopping	Lowe's	4012 14th St W	ChIJIyoBkRYWw4gRBjV5xZrNr5U
shopping	Macy's	110 University Town Center Dr	ChIJ-XEZtd04w4gRzH24En9JO1w
shopping	Main Street at Lakewood Ranch	8100 Lakewood Ranch Blvd	ChIJg2IFCAE5w4gRjoL2et_wuBw
shopping	Marshalls	6561 S Tamiami Trl	ChIJycVDq4FBw4gRevt6g-2PVv8
shopping	Marshalls	7224 Cortez Rd W	ChIJ9TSi4roWw4gRnzR-awabfyY
shopping	Marshalls	1679 US 41 Bypass South	ChIJxZHwWBlbw4gR7oSrNs08Lfo
shopping	Marshall’s	(no address in FSQ)	ChIJ8xMIvQ0jw4gRwNXluFKfQeM
shopping	Michaels	(no address in FSQ)	ChIJp_EHDudZw4gRJQkHE9WZD3I
shopping	Nike Factory Store	5195 Factory Shops Blvd	ChIJASKfu8w8w4gRqJ238ljHle0
shopping	Nokomis Beach Bait & Tackle	820 Albee Rd W Ste 1	ChIJ8ectRGVbw4gRoZb5--_5KTo
shopping	Office Depot	1564 US Highway 41 Byp S	ChIJ59qfJzJaw4gREjqZ0WXzRGU
shopping	Office Depot - Tech Services	4026 14th St W	ChIJCxgz4BYWw4gR4o0NgPw8csE
shopping	OfficeMax	3680 S Tuttle Ave	ChIJewO8lgFBw4gRkzNFfMCCYTM
shopping	Old Navy	17979 Tamiami Trl	ChIJTQSlumqr3IgR05KJtnm_80Q
shopping	Ollie's Bargain Outlet	1560 US 41 Bypass	ChIJs9hU7iJbw4gR0sz71Xm2s_c
shopping	Osprey Marina	480 Blackburn Point Rd	ChIJnxza3ENDw4gRvHdrrlrcTFI
shopping	Pelican Plaza Shopping Center	S Tamiami Trail	ChIJSa5jNpVDw4gR7Eqn4mw9IfY
shopping	Pennie Fabrics	8854 S Tamiami Trl	ChIJUXxK1IFBw4gRx3izGYyxGyc
shopping	Perry Ellis - Ellenton Premium Outlets	5649 Factory Shops Blvd Ste 4550	ChIJKYwJVy0jw4gRkXnEq-Or48M
shopping	Publix	13150 SR 64 E	ChIJl_oTcr07w4gRdviPCpmKZEY
shopping	Red Barn Flea Market	1707 1st St	ChIJJ2DbfIc9w4gRM-UmRpZNBeM
shopping	Restore	1400 Ogden Rd	ChIJSYDEtzBaw4gRKxHLUyyKAJ4
shopping	Ross Dress for Less	835 Cortez Rd W	ChIJdZ_tLRoWw4gRxKaTyck1ukE
shopping	Ross Dress for Less	6569 S Tamiami Trl	ChIJiRYSwldBw4gRZcBRSjQbUds
shopping	Ross Dress for Less	18139 Tamiami Trl	ChIJpxPd8YZUw4gRKblbYWe6Tmo
shopping	Sand Dollar	5302 Marina Dr	ChIJ_-7AODYQw4gRvutkx2VqgPI
shopping	Shark Frenzy	262 Tamiami Trl S	ChIJoYj5rttbw4gRWgQu8UrF_7w
shopping	St. Armands Circle	11 S Blvd of the Presidents	ChIJ3VLBF5Jqw4gRkT1TfU3ULd8
shopping	Staples	4291 S Tamiami Trl	ChIJswZqZ_1Zw4gRuqVovJIntJM
shopping	T.J. Maxx	3700 S Tuttle Ave	ChIJq7nelgFBw4gREhlUtHJf90U
shopping	T.J. Maxx	18059 Tamiami Trl	ChIJXeTC8YZUw4gRwoDeKLR9ZKk
shopping	T.J. Maxx	6250 US Highway 301 N	ChIJ25nAD8w8w4gRcwFbaIla38A
shopping	T.J. Maxx	6100 14th St W	ChIJPf49Ue8Vw4gRSJtUWlRwl0Q
shopping	Target	6150 14th St W	ChIJ-4vsM-8Vw4gR1u12UUNmWyk
shopping	Target	8401 S Tamiami Trl	ChIJEfoAMZVDw4gRTeRPyLTTQKs
shopping	Target	4271 Tamiami Trl S	ChIJV7uxH_1Zw4gR9JoGcPT-Bv0
shopping	Tervis Store	928 S Tamiami Trl	ChIJU_04bl1Dw4gRSYE5S9XhKkk
shopping	The Home Depot	2350 Cortez Rd W	ChIJ58qzvWwWw4gRkoz0RoBeZvc
shopping	The Home Depot	4111 Cattlemen Rd	ChIJ5z9KI-FGw4gR90YqQzt7qrU
shopping	The Home Depot	18000 Tamiami Trl	ChIJr8q8LbJUw4gRiBGAEdLeec4
shopping	The Home Depot	5475 University Pkwy	ChIJJeJ5QNk4w4gRD2EgQauc8rk
shopping	The Home Depot	5820 State Route 64 E	ChIJAcI9KYk8w4gRI_bL0hCGU7E
shopping	The Home Depot	2450 Jacaranda Blvd	ChIJ7yfqdvtZw4gR9xiGqkHlgdI
shopping	Tractor Supply Co.	4404 State Rd 64 East	ChIJge9_x4w8w4gRTPz-wtxCWXc
shopping	Tractor Supply Co.	19410 Times Cir	ChIJzf7CTPxRw4gR59i9c-P9Kjk
shopping	Walgreens	3860 Central Sarasota Pkwy	ChIJecwKV5FDw4gRQmkhz_Kz7M8
shopping	Walgreens	5896 Cortez Rd W	ChIJmbBltVoRw4gRbStm0b7XOPw
shopping	Walgreens	1009 N Sumter Blvd	ChIJMUo-nbas3IgRd5TgDwolZLw
shopping	Walgreens	5945 US Highway 301 N	ChIJcUSFc8w8w4gRT2plmGpFmPA
shopping	Walgreens	5800 Bee Ridge Rd	ChIJQVWovt9Gw4gRpFdNn_V6bQ4
shopping	Walgreens	3200 E Bay Dr	ChIJr74LTrERw4gRCT2g2OIAJLw
shopping	Walgreens	1009 N Sumter Blvd	ChIJd9KVJrSs3IgRvx9vbKZxbg0
shopping	Waterside Place	7500 Island Cove Ter	ChIJi43QGNE5w4gRgxvO7rqqJfE
shopping	Wawa	701 1st St E	ChIJEz2aovo8w4gR7-a6QCBaULE
shopping	Wawa	2970 Executive Drive	ChIJLwykE35Qw4gRS50pL4BuL5o
shopping	Wawa	2257 Fruitville Rd	ChIJ1bgQOiNBw4gRaLJEzdXdWgY
shopping	dd's Discounts	3611 1st St East	ChIJp4WizB8Ww4gRF3crUFHihCU
