root_cause,place_id,name,cities,surfaces_chips,fixed_by
pagination_invisibility,ChIJC1hug-gXw4gRmQzw34l9tUs,Java N Jive,Lakewood Ranch; Longboat Key; Sarasota; Siesta Key,food:all; food:delivery; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ5-YvYYUTw4gRqLn0ALtA3Uo,Joan M Durante Community Park,Lakewood Ranch; Parrish,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJC7vo7qAXw4gR6d4txlgko-Y,John & Rebecca Neal Park,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ22mnlYwXw4gRKPUH9hiP9iQ,Juicys Famous Fair Food,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ9QQdqrsWw4gRge7Kq0Xk2oA,Kiku Sushi & Grill,Lakewood Ranch; Parrish; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJLVif8g4-w4gRaNuF7swUbMo,King Tacos,Lakewood Ranch; Longboat Key; Parrish; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ-wrcfzAWw4gReNU08g70Cw4,Kiwanis Hall,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ_dOgv38Rw4gRlg8RRjPMuV8,Kiwi Style Fish and Chips Anna Maria Island,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJuyLelJEXw4gRqJLzH_-o02c,Kwing Deli,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJu9GIB14Rw4gRKqXGM50QgA4,La Crêperie,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJF25avbtEw4gRP7HXehDnF1I,Lake Osprey,Lakewood Ranch; Longboat Key; Sarasota,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJDU2TRuhLw4gRnS_5BLRg7w4,Lake Pavilion,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJWX9OfIQTw4gRx1EvEznuHaQ,Lazy Lobster,Lakewood Ranch; Parrish; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJP-uN1nMRw4gRWqXPAPudIUA,Loggerhead Cortez Village Marina,Lakewood Ranch; Parrish; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ9fHzQ08Tw4gRw2meeC1Zcvs,Lo’ Key Island Grille,Lakewood Ranch; Parrish; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ6yLROYgWw4gRtmlOUClo6y0,Lucky Frog German & European Kitchen,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ_RPZJDYQw4gRFFG1syOm9VU,MV Minnow dolphin tours anna maria island,Lakewood Ranch,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJwUzX-ZsXw4gROuYSSJfotd0,Maison Du Gout,Lakewood Ranch; Longboat Key; Parrish; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJMUR20OkXw4gRzw1NgpgA3hs,Manatee County Agricultural Museum,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJEZKHxnA9w4gRhX3ZI3kDY6k,Manatee Mineral Spring Park,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJPdmyBJTjEoIRl1i3LwC15fE,Mermaid Voyage Co.,Lakewood Ranch; Parrish; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJe9k0sG4Xw4gRusTLMRpagw0,Metro Diner,Lakewood Ranch; Parrish; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJvZLIbgsXw4gReusYoJbp60E,MilkShake Factory Palma Sola,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJYwH6WqYXw4gRveBkElWiUHc,Millie’s Sweets & Treats,Lakewood Ranch; Longboat Key; Parrish; Sarasota; Siesta Key,food:all; food:delivery; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ5wPISNoXw4gRkFv8SecFUq0,Mitaka Japanese Ramen House,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJI7bpCBpLw4gRfTMrSPl2U0w,Mossy Hammock Primative Campsite,Lakewood Ranch; Sarasota; Siesta Key; Venice,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJlcrSDxwWw4gRK8WoGovmxu4,Mr. & Mrs. Crab Juicy Seafood & Bar - Bradenton,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJxaeEtGVMw4gRd5SI3lZDqnY,Myakka River State Park,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJPwQoJQBLw4gRNfdp7Bsd2CM,Myakka River State Park,Lakewood Ranch; Sarasota; Siesta Key; Venice,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJKQ43mKVLw4gRm0uoeSmLHfk,Myakka River State Park - Fox's Low Road Trail Head,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJmW2_WB5Mw4gRTlI11-_s29M,Myakka River State Park All Weather Road Gate,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJiWT4krJOw4gRtvzdQC16rdA,Myakka River State Park Campfire Circle,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJw4Q4If1Kw4gR_rbdeNaeb5E,Myakka River State Park Clay Gully Picnic Area,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ086CBtxMw4gROxCMicIBYZo,Myakka River State Park Cow Pen Gate,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJOW7vl-VMw4gRKQFPJ3HXDh0,Myakka River State Park FPL Gate,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJSaOzqwVMw4gRcHVduHGQIOI,Myakka River State Park Horse Camp,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJz6wmd_5Kw4gR1PNqMrYU_RY,Myakka River State Park North Entrance,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJf8NlsvtLw4gRYBbKPMRBlKc,Myakka River State Park Powerline Road Trailhead,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ05LneABPw4gRHwwBNanhPGU,Myakka River State Park South Entrance,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJg4HpHQBPw4gRahYXxsAooLU,Myakka River State Park Visitor Center,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJN7gMUrFOw4gRouMf9wwuidw,Myakka River State Park Youth Camp,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJHzmTSUwcw4gR74gltSnKX-8,N Skyway Fishing Pier State Park,Lakewood Ranch; Sarasota,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ70cZMQIRw4gRKMQdhqFMqV0,Neal Preserve,Lakewood Ranch; Parrish; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJVashkXxbw4gR9GKkxkLv_Y0,Nokomis Beach Drum Circle,Lakewood Ranch; Sarasota,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJLzrMgQtbw4gRBTcGzUvOtDU,Nokomo's Sunset Hut,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJFaUWcgBbw4gRDb7B9bck8OU,Northeast Venice Park,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJpdqmHNAXw4gR6MMjnrOs2ZM,Oak & Stone,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJYbQnS3yz3IgRJD2gWpDvQGA,Oak Grove Primitive Campsites,Lakewood Ranch; Sarasota; Siesta Key; Venice,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ-1teTk1Jw4gRA-cLBJK4oug,Old Prairie Campground,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ82ZQGhEWw4gRyW9_GZld-8I,Olive Garden Italian Restaurant,Lakewood Ranch; Longboat Key; Parrish; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJZRcWTm5Dw4gRzvoBeUPUQRg,Oscar Scherer State Park,Lakewood Ranch; Longboat Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJgVD1O9Sr3IgRoRjFi_sz_Nc,Oscar Scherer State Park - Ranger Station,Lakewood Ranch; Longboat Key; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJpSsncQ5Fw4gRPwZCzCeVvgU,Oscar Scherer State Park Campground,Lakewood Ranch; Longboat Key; Sarasota,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ14i7EM4Xw4gRhmjGq7zknhg,PIER 22,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJieaBrMgQw4gR5Bwyah-XE_U,Palma Sola Botanical Park,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJBbWy1CkRw4gR2nakL2nnFjU,Palma Sola Causeway Park,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJvVS5lOgXw4gRRa2OzWpQPV4,Palma Sola Park,Lakewood Ranch; Parrish; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJZX-CNt8Xw4gRSFr0SvtQPm8,Palmetto Estuary Preservation Project,Lakewood Ranch; Longboat Key; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJU2tY1-kXw4gROk66zvWlDnQ,Palmetto Historical Park,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJdYJVxExJw4gRzqE6rXm1KKQ,Palmetto Ridge Campground,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJVX1MkfURw4gRKIkMw29_uic,Pane e Amore Italian Cafe,Lakewood Ranch; Siesta Key,food:all; food:delivery; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ2ZS4BrIVw4gRLZxOKoMmkU4,Papa Wally's Cafe,Lakewood Ranch; Parrish; Sarasota; Siesta Key,food:all; food:delivery; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJnwu0JUJbw4gRIZf2iK-v3Hs,Paradise Grill,Lakewood Ranch; Longboat Key; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJCQ6OMDwXw4gRCNRdW5st-sU,Parisian Treats Bakery,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ6TpnBFYXw4gR9SKCJeTnIjY,Peach Cobbler Factory Bradenton,Lakewood Ranch; Longboat Key; Parrish; Sarasota; Siesta Key,food:all; food:delivery; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJy2GCm7IXw4gRCA1OX1hqugc,Peach's Restaurant - Manatee,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJYQvBNHtbw4gRSCK5PtTNoSo,Pelican Alley Restaurant,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJkasGmR0Rw4gROhuiN0N8Zdo,Perico Preserve,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJpzbjhO8Vw4gRWH0YCwpjbWA,Perkins Restaurant & Bakery,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJj8RObptLw4gRsZS5R4OBd2k,Pink Gator Cafe,Lakewood Ranch; Sarasota; Siesta Key; Venice,food:all; food:delivery; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJm11qfYURw4gRsAxoeSSlezw,Pizzano's Pizza,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJvYtWPXtbw4gRsWlOnut5anE,Pop's Sunset Grill,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJxy-B-d8Ww4gRbHoPBQH54mU,Popi's Place Bradenton,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJiVejg-gXw4gRD38sHFCOIuQ,Popi's Place Too,Lakewood Ranch; Longboat Key; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJO4JKaxkRw4gR700R4N4-2mY,Pork Belly’s Eatery and Catering Co.,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJK1696sMXw4gRgGFQYl7gHhU,Power Meals,Lakewood Ranch; Longboat Key; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJVbSwUh8Xw4gRY7j1ac5aEh0,Pr1me Fitness,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ8XaWeScXw4gR6ZbDACeHWNo,Publix Super Market at Beachway Plaza,Lakewood Ranch; Sarasota; Siesta Key,food:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJjxNwTogWw4gRAaZttP7DxxU,Publix Super Market at Bradenton Commons,Lakewood Ranch; Sarasota; Siesta Key,food:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJFchxnEFbw4gRlwnBC1XrfRQ,Publix Super Market at Nokomis Village,Lakewood Ranch; Longboat Key; Sarasota,food:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJGeqcQ-8Xw4gRLfFiayeTvU8,Publix Super Market at Palmetto,Lakewood Ranch; Longboat Key; Sarasota; Siesta Key,food:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJbzSb5pJDw4gRSxlG5EV2Mhw,Publix Super Market at Shops at Casey Key,Lakewood Ranch; Longboat Key; Sarasota,food:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ09fxHtoXw4gRuzQ80PmhU1w,Publix Super Market at Westgate Shopping Center,Lakewood Ranch; Sarasota; Siesta Key,food:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJJ0wq4pYWw4gRUIz19snZRCY,RJ Gator's of Bradenton,Lakewood Ranch; Parrish; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJIbLmwfUXw4gRIC5iy3rGMQo,Ragù Cucina Italiana,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJnSDyD2wXw4gRdvW6Q6qem34,ReVive Nutrition Bradenton,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJg78oGKkXw4gRsAA384oyBaQ,Reel Time Fishing Charters,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJQ5mvcmM9w4gR5IwmILZptMU,Revive Spa,Lakewood Ranch; Longboat Key; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ69GauwEXw4gRTIlOhdBYVPM,Richey's Chocolates,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJFTFugcMXw4gRCyDgUVkK9CQ,Riverhouse Waterfront Restaurant,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJWR33nMMXw4gR2A6eTBD-oQk,Riverside Tours Inc,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJHQr6bEoXw4gRmISZOmGU4V0,Riverview Pointe Preserve,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ69Iqkc0Xw4gR30-FXKOFlRI,Robin's Downtown Cafe,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJvaIDJv89w4gRA-8iRgiHZmw,Rocco's Italian Kitchen,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJxW92KuYXw4gRrcLP2PzIXNY,Rodney's Jamaican Grill,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJwZjbE6pEw4gRYeb5WWJskrI,Rosebud's Steak & Seafood House,Lakewood Ranch; Longboat Key; Sarasota,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJa9ThIiNbw4gRyE1s5YxaGPw,Royal Coachman,Lakewood Ranch; Sarasota,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJmcqdV48iw4gRU7ZjaGSQJtE,Rubonia Community Center,Lakewood Ranch; Longboat Key; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJVTqP7P0Rw4gRHwvT1QVnPiE,SALT Bar & Table,Lakewood Ranch; Parrish; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJa4hHgOUVw4gRN_vsFJwJR7U,SAM OH JUNG - VIETNAMESE CUISINE - SUSHI,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJWQefDL0Ww4gRApkaOotQGS4,Sage Biscuit Cafe,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJKZA_CQAXw4gRPKMIYDBV8vw,Salt & Pepper by Jerry,Lakewood Ranch; Parrish; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJAWf0Yq4Xw4gRN2rsr9Ym62g,Salty Buddha Yoga,Lakewood Ranch; Parrish; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJWb-RNcs5w4gRFBckHFC9dKo,Sanctuary Holistic Spa,Lakewood Ranch; Longboat Key; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJd6CqYdkXw4gRCMe5E4HmBXc,Sapporo Sushi Hibachi,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJLyIcdzYQw4gRWgmI8pJCo5w,Scott's Deli,Lakewood Ranch; Parrish; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJkxfLJr4Xw4gRoxsVRJFFvGE,Seabreeze Healthy Cafe,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJZf8Ak0cRw4gRNlaepIEjmn0,"Seas The Day Adventures, AMI",Lakewood Ranch; Parrish; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJSzXvmawXw4gR-3K7d29Oys8,Shake Pit,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJH0EoYHtbw4gRhjt1Pbf0bos,Shark Tooth Beach Concessions Nokomis Beach,Lakewood Ranch; Sarasota,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJp_6XL2kTw4gRCB4RMr4mWDM,Shore Longboat Key,Lakewood Ranch; Parrish; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJaT-akuZDw4gRfBh5fKoHkTg,Shoreland Park,Lakewood Ranch; Longboat Key; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJzY1HTB4Zw4gRGy2K6UVKrgQ,Skyway Fishing Pier,Lakewood Ranch; Sarasota,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ8cDcl05Qw4gREQmPJzd2X9E,Sleeping Turtles Preserve North,Lakewood Ranch; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJU9H63DcXw4gRSPVVeA2tZK4,"Slow Foods Kitchen, Inc.",Lakewood Ranch; Longboat Key; Sarasota; Siesta Key,food:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ7ZY2bDYQw4gRmCzFECWU8e8,Small Town Creamery,Lakewood Ranch; Parrish; Sarasota; Siesta Key,food:all; food:delivery; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJ3TqagqwXw4gRSzSibPN094s,Smoothie King,Lakewood Ranch; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJr3cKEJgRw4gRT2ZKsFwbiyk,Smoqehouse,Lakewood Ranch; Parrish; Sarasota; Siesta Key,food:all; food:delivery; food:dinner; food:lunch; food:quickbites,#1495 server paging + continuation; #1507 nextOffset and page overlap
pagination_invisibility,ChIJU90QjCcXw4gRkwckYJbwdO0,Sol Studio Of Light & Movement,Lakewood Ranch; Parrish; Sarasota; Siesta Key,attractions:all,#1495 server paging + continuation; #1507 nextOffset and page overlap
